run,AMP,AMC,FOX,CRO,TIO,GEN,FIS,SXT,AZM,CHL,CIP,NAL,TET
SRR3664915,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664655,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665262,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2566969,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,8.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665212,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,8.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665060,<=1.0000,<=1.0000,8.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,8.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567113,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,<=0.1250,4.0000,4.0000,0.0300,8.0000,<=4.0000
SRR3664673,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,4.0000,0.0300,8.0000,<=4.0000
SRR3664802,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,0.0300,8.0000,<=4.0000
SRR3664785,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,32.0000,invalid,4.0000,8.0000,0.0300,8.0000,<=4.0000
SRR2567008,>=32.0000,8.0000,4.0000,>=64.0000,>=8.0000,>=16.0000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567087,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664639,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664667,<=1.0000,<=1.0000,2.0000,<=0.2500,2.0000,1.0000,64.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR2566960,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665121,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,64.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665134,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664646,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665279,2.0000,2.0000,8.0000,<=0.2500,1.0000,1.0000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665133,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664883,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR2567208,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR2566990,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3664862,<=1.0000,<=1.0000,<=1.0000,0.5000,0.5000,0.5000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR2566949,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3664937,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,1.0000,64.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3664884,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,2.0000,64.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR2566999,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567049,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567179,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567002,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3665036,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3664857,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664858,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567086,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665059,<=1.0000,<=1.0000,8.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567093,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2566884,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2566961,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567139,<=1.0000,<=1.0000,<=1.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3665122,<=1.0000,2.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664870,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664713,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3665267,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664723,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664805,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664820,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567141,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567178,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567190,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2566925,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664743,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2567173,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2566917,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665021,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2566902,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664613,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2566863,<=1.0000,<=1.0000,<=1.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567122,<=1.0000,<=1.0000,<=1.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567110,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2566991,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567131,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664866,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664961,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664964,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665017,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665158,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,32.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665035,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664990,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665022,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664749,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664703,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664800,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664779,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664868,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664706,<=1.0000,<=1.0000,<=1.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665252,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664869,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665290,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664824,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2566918,2.0000,<=1.0000,4.0000,<=0.2500,2.0000,0.5000,64.0000,<=0.1250,8.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2566922,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,8.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2566921,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,8.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567175,<=1.0000,<=1.0000,<=1.0000,<=0.2500,1.0000,1.0000,<=16.0000,<=0.1250,8.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665026,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,1.0000,64.0000,invalid,8.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665164,>=32.0000,2.0000,4.0000,<=0.2500,0.5000,0.5000,64.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3665051,>=32.0000,16.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567012,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,1.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665233,>=32.0000,16.0000,4.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664971,>=32.0000,8.0000,4.0000,<=0.2500,2.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664972,>=32.0000,8.0000,4.0000,<=0.2500,2.0000,0.5000,64.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665253,>=32.0000,>=32.0000,>=32.0000,>=64.0000,>=8.0000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,<=1.0000,<=4.0000
SRR2566912,>=32.0000,>=32.0000,16.0000,4.0000,>=8.0000,0.5000,<=16.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665119,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,64.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665012,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,>=16.0000,64.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664618,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665154,>=32.0000,>=32.0000,>=32.0000,>=64.0000,>=8.0000,0.5000,32.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665117,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,64.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665120,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,64.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664823,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665118,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,1.0000,64.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3665247,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,32.0000,invalid,2.0000,<=2.0000,<=0.0150,2.0000,<=4.0000
SRR3664878,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664995,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,0.5000,64.0000,invalid,8.0000,8.0000,0.0300,4.0000,8.0000
SRR3665167,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,0.5000,64.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3665200,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664889,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,0.5000,32.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664872,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,0.5000,32.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567146,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,0.5000,64.0000,<=0.1250,8.0000,8.0000,<=0.0150,8.0000,<=4.0000
SRR3664821,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,>=256.0000,invalid,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664788,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,invalid,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664623,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,invalid,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR2566898,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665096,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664892,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR2566904,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,>=32.0000
SRR2567042,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,>=32.0000
SRR2567047,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,>=32.0000
SRR2566983,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR2567041,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3664875,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3665264,2.0000,<=1.0000,8.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3664686,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567148,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567112,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567176,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567115,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664677,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,invalid,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664782,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,invalid,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567097,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2566896,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567060,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665146,<=1.0000,<=1.0000,4.0000,<=0.2500,2.0000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2566937,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,2.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567032,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567069,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2566934,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665005,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665285,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,0.5000,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664776,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665189,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665246,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664778,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664730,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665287,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664855,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664897,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664818,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,invalid,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2566972,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664848,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,>=256.0000,invalid,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2566932,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2566911,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664622,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664957,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664826,<=1.0000,<=1.0000,8.0000,<=0.2500,0.5000,0.5000,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665249,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664975,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665007,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664852,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664762,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664766,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664689,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665250,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664960,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665292,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
