run,AMP,AMC,FOX,CRO,TIO,GEN,FIS,SXT,AZM,CHL,CIP,NAL,TET
SRR3665213,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665163,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,32.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664888,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664938,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,1.0000,64.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664756,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665124,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665202,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664799,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664881,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665254,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664649,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664844,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664681,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665193,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665256,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665139,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664707,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664702,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665201,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664708,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664801,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665221,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664611,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665125,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,invalid,8.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665008,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,8.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664967,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,32.0000,invalid,8.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664921,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,32.0000,invalid,8.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664928,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,64.0000,invalid,8.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664920,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,8.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665283,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,8.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664922,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,invalid,8.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664962,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,32.0000,invalid,>=16.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR2567089,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2567195,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2566924,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2566977,<=1.0000,<=1.0000,8.0000,<=0.2500,1.0000,1.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2567046,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3665088,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2566985,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3665227,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2567197,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3664726,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2567159,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3665266,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3664902,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3664903,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3664927,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,32.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3664906,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,64.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3664887,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,64.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3665085,2.0000,2.0000,<=1.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3664780,<=1.0000,2.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3665295,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3664685,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,invalid,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2567198,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,8.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2567204,2.0000,2.0000,8.0000,<=0.2500,2.0000,0.5000,32.0000,<=0.1250,8.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2567039,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,<=1.0000,<=2.0000,<=0.0150,2.0000,<=4.0000
SRR3664709,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,2.0000,4.0000,0.0300,4.0000,<=4.0000
SRR2566954,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR2566907,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR2566956,4.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR2566860,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR2567202,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR2567108,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR2567106,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3665132,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,64.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3665140,<=1.0000,2.0000,4.0000,<=0.2500,1.0000,<=0.2500,128.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,16.0000
SRR2566887,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR2566908,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3664936,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3665068,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,32.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3665206,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,32.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3665197,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3665067,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,64.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3665310,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,64.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3665084,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,64.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3665255,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3664656,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3664750,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3665257,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,invalid,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR2567104,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567019,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567020,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567082,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567073,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2566873,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567203,2.0000,2.0000,2.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2566869,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567129,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2566879,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3665044,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2566868,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567154,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2566895,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2566992,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567138,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567070,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567003,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567130,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2566995,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664757,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664759,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664731,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664833,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3665100,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,32.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3665176,<=1.0000,<=1.0000,<=1.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664871,2.0000,2.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3665019,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664989,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664794,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664930,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664893,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664948,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664831,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664842,2.0000,2.0000,2.0000,<=0.2500,2.0000,0.5000,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664629,2.0000,2.0000,2.0000,<=0.2500,1.0000,<=0.2500,64.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3665304,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664705,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664608,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664746,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664811,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664786,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664747,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3665277,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3665274,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664789,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,invalid,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567048,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,8.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2567058,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,8.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2566979,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,8.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3664879,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,8.0000,8.0000,0.0300,4.0000,<=4.0000
SRR2566997,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,8.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3665300,2.0000,2.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,invalid,8.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3665042,4.0000,2.0000,>=32.0000,<=0.2500,2.0000,<=0.2500,64.0000,<=0.1250,8.0000,16.0000,0.0300,4.0000,<=4.0000
SRR3665041,4.0000,2.0000,16.0000,<=0.2500,2.0000,<=0.2500,32.0000,invalid,8.0000,16.0000,0.0300,4.0000,<=4.0000
SRR2567135,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2566978,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567053,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664885,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664912,<=1.0000,<=1.0000,8.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567014,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567123,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2566893,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,2.0000,<=16.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3665025,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,1.0000,64.0000,invalid,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664737,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,invalid,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2566947,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567017,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567010,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567031,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567035,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2566871,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664609,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,1.0000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664843,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,1.0000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567189,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567091,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664626,2.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,64.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2566894,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,64.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567018,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3665027,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2566885,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664674,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567162,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2566899,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2566998,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664660,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567200,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567183,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664671,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR2567188,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
